ap16c_Secundario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Secundario
ap16c_Terciario_universitario_o_posgrado;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Terciario, universitario o posgrado
ap16c_No_fue_a_la_escuela;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - No fue a la escuela
ap16d_Blanco;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Blanco
ap16d_No_disponible;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - No disponible
ap16d_Multimarca;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Multimarca
ap16d_Primario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Primario
ap16d_Secundario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Secundario
ap16d_Terciario_universitario_o_posgrado;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - Terciario, universitario o posgrado
ap16d_No_fue_a_la_escuela;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Padre] - No fue a la escuela
ap16e_Blanco;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Persona adulta responsable] - Blanco
ap16e_No_disponible;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Persona adulta responsable] - No disponible
ap16e_Multimarca;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Persona adulta responsable] - Multimarca
ap16e_Primario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Persona adulta responsable] - Primario
